pcapture.data.selectmodel.males,,,,,,,,,,,
width,station,num.b,meas.b,num.n,meas.n,depth,netwidth,temp,phi,area.n,area.b
25,Q25,5,5,7,7,63,17.533,0,5.21228,0.006895825,0.001558
25,Q26,19.012,2,0,0,90,19.413,-0.2,5.945693,0.015632713,0.002159
25,Q31,6,6,2,2,147,18.04,2,6.005222,0.014006375,0.002255
25,QP2423,7,7,5,5,58,16.121,1.7,4.59435,0.013696183,0.001747
25,QP2524,0,0,1,1,60,16.227,0.5,4.899939,0.009324872,0.001514
25,QP2625,77,77,3,3,87,17.674,0.4,5.642188,0.013995314,0.001856
25,QP2726,5,5,0,0,100,18.343,0.6,6.156088,0.014455544,0.002417
25,R29,8.975,1,0,0,118,17.438,1.7,6.37836,0.014067725,0.002035
25,R31,1,1,0,0,147,18.177,2,6.085079,0.014764589,0.002316
25,S22,3.185,1,17.2988,1,60,18.326,-1.4,6.151658,0.014965762,0.001771
25,S29,58.31,7,0,0,111,16.76,1.7,6.394497,0.013452353,0.002414
25,S30,36.665,5,0,0,122,17.873,1.9,6.390598,0.013897558,0.001952
25,S31,0,0,16.6589,1,132,18.04,2.1,6.093261,0.014232538,0.002154
25,T25,41.76,20,15.959,2,73,18.98,-1.4,5.657105,0.015671389,0.001628
25,U25,54,54,28.3083,3,70,17.28,-1.5,5.850253,0.014046061,0.001649
25,U26,139,139,122.9886,21,76,17.273,-1.4,5.880491,0.013934615,0.001589
25,V25,1814.113,172,559.4282,73,62,16.656,-1.5,6.051012,0.013330029,0.001749
25,V26,263.648,88,383.8509,27,72,17.396,-1.5,5.803262,0.014551172,0.001544
35,H18,3,3,2,2,74,17.655,-0.7,3.312259,0.015714934,0.001505
35,I18,6,6,0,0,71,17.168,-0.2,3.464881,0.01426035,0.001726
35,I21,2,2,0,0,73,15.877,-0.3,3.407365,0.012535312,0.001424
35,I23,0,0,1.4546,1,99,17.1,2.8,4.531773,0.013869834,0.002579
35,J18,38,38,52,52,69,17.01,-1.3,3.536167,0.013955533,0.001729
35,J19,20,20,33,33,70,17.674,-1.4,3.383303,0.016108009,0.001967
35,J20,19,19,6,6,70,17.531,-1.3,3.42039,0.014342088,0.001781
35,J21,2,2,0,0,74,21.313,-0.7,3.782849,0.017883537,0.001866
35,J22,2,2,0,0,86,17.659,1.2,4.363528,0.014132744,0.002204
35,JI2019,8,8,21,21,66,16.21,-1.4,3.256648,0.013214119,0.001637
35,JI2120,0,0,2,2,71,16.959,-1.1,3.396841,0.013854358,0.001986
35,JI2221,1,1,0,0,77,17.237,0.3,3.88314,0.014156848,0.001922
35,K20,27,27,6,6,69,17.227,-1.4,3.628744,0.014038138,0.001657
35,K21,31,31,14,14,73,16.812,-1.2,4.014178,0.014244035,0.001774
35,L20,11,11,2,2,67,17.602,-1.1,3.825626,0.014241084,0.001801
35,L21,9,9,1,1,73,16.83,-1.4,4.260149,0.014195496,0.001732
35,L22,3,3,0,0,82,17.487,-0.1,4.762806,0.014142943,0.001803
35,L23,2,2,0,0,92,17.397,1.2,5.095623,0.014065082,0.001973
35,L24,0,0,1,1,101,17.608,2.1,5.139559,0.014071393,0.002287
35,N20,2,2,4.7043,3,60,16.65,-1.2,4.226803,0.014014547,0.001513
35,N21,35,35,19.3713,13,68,16.959,-1.5,4.659263,0.013547802,0.001949
35,N22,10,10,14.5443,3,75,17.666,-1.5,4.932028,0.01470491,0.001568
35,N24,24,24,33.6336,6,87,17.36,-0.4,5.126624,0.013771977,0.002281
35,N25,3,3,0,0,102,17.654,1.6,5.248365,0.014334626,0.002505
35,O20,14,14,115.032,60,56,17.214,-1.4,4.336546,0.014288522,0.001493
35,O22,28,28,46.5888,16,72,18.317,-1.5,4.847791,0.015305537,0.001688
35,O24,74,74,53.9005,5,84,17.36,-1.1,4.952239,0.01433885,0.001958
35,O25,4,4,8.1048,2,95,17.654,-0.2,5.29128,0.014905952,0.001766
35,O26,0,0,1,1,104,17.11,1.8,5.668705,0.013623533,0.001917
35,ON2524,4,4,12.3452,7,93,17.654,1.2,5.161146,0.01480301,0.00174
35,P20,62,31,47.577,15,53,16.541,-1.3,4.417112,0.013527348,0.001825
35,P22,12,12,9.8931,3,69,17.975,-1.5,4.755803,0.014511419,0.001909
35,P24,2,2,2,2,65,17.432,-1,4.740611,0.014347497,0.001689
35,P25,0,0,5,5,75,17.444,-1.1,5.172185,0.005858907,0.001701
35,P26,13,13,8,8,97,18.02,0.6,5.834477,0.01460554,0.00235
35,P31,3,3,0,0,135,17.362,2,5.91721,0.013540714,0.002941
35,PO2423,15,15,69.4316,7,76,17.475,-1.3,4.763224,0.014601968,0.001967
35,PO2524,4,4,0,0,80,17.738,-1.2,5.013459,0.014387317,0.001763
35,PO2625,29,29,17,17,94,17.955,-0.3,5.502576,0.014673258,0.002079
35,PO2726,3,3,4,4,106,17.782,1.3,5.964651,0.014091204,0.002411
35,Q20,208.104,69,458.7227,97,53,16.401,-1.5,4.688582,0.01318333,0.001657
35,Q25,0,0,12,12,63,17.533,0,5.21228,0.006895825,0.001558
35,Q26,38.024,4,0,0,90,19.413,-0.2,5.945693,0.015632713,0.002159
35,Q31,11,11,4,4,147,18.04,2,6.005222,0.014006375,0.002255
35,QP2423,1,1,2,2,58,16.121,1.7,4.59435,0.013696183,0.001747
35,QP2524,0,0,2,2,60,16.227,0.5,4.899939,0.009324872,0.001514
35,QP2625,26,26,3,3,87,17.674,0.4,5.642188,0.013995314,0.001856
35,QP2726,1,1,0,0,100,18.343,0.6,6.156088,0.014455544,0.002417
35,R22,1.997,1,0,0,62,18.679,-1.6,5.32487,0.015313941,0.001636
35,R26,15.285,3,28.4171,1,86,17.189,-0.8,5.983782,0.013350664,0.002373
35,R29,0,0,62.8456,4,118,17.438,1.7,6.37836,0.014067725,0.002035
35,R30,1,1,0,0,129,18.04,2,6.348532,0.014479741,0.0024
35,R31,1,1,2,2,147,18.177,2,6.085079,0.014764589,0.002316
35,S22,9.555,3,59.9127,4,60,18.326,-1.4,6.151658,0.014965762,0.001771
35,S28,4.448,1,114.3246,3,102,16.785,1,6.443201,0.013340289,0.002063
35,S29,141.61,17,100.8337,1,111,16.76,1.7,6.394497,0.013452353,0.002414
35,S30,36.665,5,62.1193,1,122,17.873,1.9,6.390598,0.013897558,0.001952
35,T25,54.288,26,151.6105,19,73,18.98,-1.4,5.657105,0.015671389,0.001628
35,T30,0,0,158.8869,1,117,17.873,1.8,6.407145,0.013954879,0.001966
35,U25,59,59,245.3386,26,70,17.28,-1.5,5.850253,0.014046061,0.001649
35,U26,28,28,216.6942,37,76,17.273,-1.4,5.880491,0.013934615,0.001589
35,V25,190.854,18,206.9118,27,62,16.656,-1.5,6.051012,0.013330029,0.001749
35,V26,287.616,96,1151.5527,81,72,17.396,-1.5,5.803262,0.014551172,0.001544
45,H18,0,0,2,2,74,17.655,-0.7,3.312259,0.015714934,0.001505
45,I18,10,10,5,5,71,17.168,-0.2,3.464881,0.01426035,0.001726
45,I22,1,1,0,0,84,16.847,1.8,3.995257,0.013787421,0.002207
45,J18,6,6,13,13,69,17.01,-1.3,3.536167,0.013955533,0.001729
45,J19,8,8,7,7,70,17.674,-1.4,3.383303,0.016108009,0.001967
45,J20,15,15,3,3,70,17.531,-1.3,3.42039,0.014342088,0.001781
45,J21,1,1,0,0,74,21.313,-0.7,3.782849,0.017883537,0.001866
45,J22,0,0,1,1,86,17.659,1.2,4.363528,0.014132744,0.002204
45,JI2019,2,2,10,10,66,16.21,-1.4,3.256648,0.013214119,0.001637
45,JI2120,0,0,2,2,71,16.959,-1.1,3.396841,0.013854358,0.001986
45,JI2221,1,1,0,0,77,17.237,0.3,3.88314,0.014156848,0.001922
45,K20,3,3,1,1,69,17.227,-1.4,3.628744,0.014038138,0.001657
45,K21,5,5,8,8,73,16.812,-1.2,4.014178,0.014244035,0.001774
45,K22,0,0,1,1,84,17.182,0.3,4.58401,0.014312055,0.00179
45,L20,1,1,3,3,67,17.602,-1.1,3.825626,0.014241084,0.001801
45,L21,1,1,2,2,73,16.83,-1.4,4.260149,0.014195496,0.001732
45,L22,0,0,1,1,82,17.487,-0.1,4.762806,0.014142943,0.001803
45,L23,0,0,1,1,92,17.397,1.2,5.095623,0.014065082,0.001973
45,L24,2,2,0,0,101,17.608,2.1,5.139559,0.014071393,0.002287
45,N20,1,1,188.172,120,60,16.65,-1.2,4.226803,0.014014547,0.001513
45,N21,8,8,8.9406,6,68,16.959,-1.5,4.659263,0.013547802,0.001949
45,N22,13,13,33.9367,7,75,17.666,-1.5,4.932028,0.01470491,0.001568
45,N24,141.79,135,112.112,20,87,17.36,-0.4,5.126624,0.013771977,0.002281
45,N25,16,16,25.7562,6,102,17.654,1.6,5.248365,0.014334626,0.002505
45,O20,44,44,249.236,130,56,17.214,-1.4,4.336546,0.014288522,0.001493
45,O22,14,14,34.9416,12,72,18.317,-1.5,4.847791,0.015305537,0.001688
45,O24,76,76,312.6229,29,84,17.36,-1.1,4.952239,0.01433885,0.001958
45,O25,36,36,32.4192,8,95,17.654,-0.2,5.29128,0.014905952,0.001766
45,O26,1,1,0,0,104,17.11,1.8,5.668705,0.013623533,0.001917
45,O27,0,0,1,1,116,17.873,2.1,5.926751,0.014444706,0.002441
45,ON2524,43,43,28.2176,16,93,17.654,1.2,5.161146,0.01480301,0.00174
45,ON2625,1,1,1,1,102,17.654,1.9,5.422878,0.014216243,0.001867
45,P20,74,37,174.449,55,53,16.541,-1.3,4.417112,0.013527348,0.001825
45,P22,18,18,56.0609,17,69,17.975,-1.5,4.755803,0.014511419,0.001909
45,P24,0,0,2,2,65,17.432,-1,4.740611,0.014347497,0.001689
45,P25,0,0,1,1,75,17.444,-1.1,5.172185,0.005858907,0.001701
45,P26,30,30,12,12,97,18.02,0.6,5.834477,0.01460554,0.00235
45,P31,10,10,13,13,135,17.362,2,5.91721,0.013540714,0.002941
45,P32,1,1,0,0,141,17.008,2.1,5.049571,0.012877846,0.002357
45,PO2423,28,28,89.2692,9,76,17.475,-1.3,4.763224,0.014601968,0.001967
45,PO2524,2,2,5,5,80,17.738,-1.2,5.013459,0.014387317,0.001763
45,PO2625,20,20,34,34,94,17.955,-0.3,5.502576,0.014673258,0.002079
45,PO2726,2,2,4,4,106,17.782,1.3,5.964651,0.014091204,0.002411
45,Q20,199.056,66,491.8264,104,53,16.401,-1.5,4.688582,0.01318333,0.001657
45,Q25,2,2,6,6,63,17.533,0,5.21228,0.006895825,0.001558
45,Q26,743.468,80,436.4619,7,90,19.413,-0.2,5.945693,0.015632713,0.002159
45,Q31,3,3,0,0,147,18.04,2,6.005222,0.014006375,0.002255
45,QP2423,1,1,1,1,58,16.121,1.7,4.59435,0.013696183,0.001747
45,QP2524,0,0,1,1,60,16.227,0.5,4.899939,0.009324872,0.001514
45,QP2625,2,2,4,4,87,17.674,0.4,5.642188,0.013995314,0.001856
45,QP2726,11,11,145.074,15,100,18.343,0.6,6.156088,0.014455544,0.002417
45,R22,203.694,102,904.3072,106,62,18.679,-1.6,5.32487,0.015313941,0.001636
45,R26,422.885,83,625.1762,22,86,17.189,-0.8,5.983782,0.013350664,0.002373
45,R29,35.9,4,377.0736,24,118,17.438,1.7,6.37836,0.014067725,0.002035
45,R30,3,3,3.3389,1,129,18.04,2,6.348532,0.014479741,0.0024
45,R31,1,1,6,6,147,18.177,2,6.085079,0.014764589,0.002316
45,S22,343.98,108,2801.1394,163,60,18.326,-1.4,6.151658,0.014965762,0.001771
45,S28,128.992,29,952.705,25,102,16.785,1,6.443201,0.013340289,0.002063
45,S29,666.4,80,1109.1707,11,111,16.76,1.7,6.394497,0.013452353,0.002414
45,S30,109.995,15,372.7158,6,122,17.873,1.9,6.390598,0.013897558,0.001952
45,T25,248.472,119,1244.802,156,73,18.98,-1.4,5.657105,0.015671389,0.001628
45,T30,383.32,40,3654.3987,23,117,17.873,1.8,6.407145,0.013954879,0.001966
45,U25,138,138,792.6324,84,70,17.28,-1.5,5.850253,0.014046061,0.001649
45,U26,27,27,468.528,80,76,17.273,-1.4,5.880491,0.013934615,0.001589
45,V25,206.854,34,613.072,80,62,16.656,-1.5,6.051012,0.013330029,0.001749
45,V26,132.824,45,952.5189,67,72,17.396,-1.5,5.803262,0.014551172,0.001544
55,F18,3,3,3,3,107,17.882,2.3,3.309178,0.013930624,0.002155
55,F22,1,1,0,0,113,17.814,3.7,3.661512,0.01465671,0.001968
55,G18,0,0,6,6,81,17.73,-0.5,3.210886,0.015709323,0.001757
55,G22,1,1,1,1,94,16.924,2.9,3.504983,0.014116886,0.002027
55,GF2221,0,0,1,1,100,17.421,3.3,3.231405,0.01423686,0.002465
55,H18,0,0,4,4,74,17.655,-0.7,3.312259,0.015714934,0.001505
55,I18,3,3,5,5,71,17.168,-0.2,3.464881,0.01426035,0.001726
55,I22,3,3,5.3776,4,84,16.847,1.8,3.995257,0.013787421,0.002207
55,I23,1,1,1.4546,1,99,17.1,2.8,4.531773,0.013869834,0.002579
55,IH2120,1,1,3,3,69,19.724,-0.5,3.084691,0.01393945,0.001573
55,J18,2,2,3,3,69,17.01,-1.3,3.536167,0.013955533,0.001729
55,J19,2,2,6,6,70,17.674,-1.4,3.383303,0.016108009,0.001967
55,J20,5,5,3,3,70,17.531,-1.3,3.42039,0.014342088,0.001781
55,J21,2,2,1.8528,1,74,21.313,-0.7,3.782849,0.017883537,0.001866
55,J22,2,2,0,0,86,17.659,1.2,4.363528,0.014132744,0.002204
55,J23,3,3,4,4,98,17.654,2,4.825663,0.014478744,0.002223
55,J24,11,11,1,1,104,17.238,2.2,4.898352,0.010564225,0.001779
55,J25,1,1,0,0,108,18.31,2.8,4.497125,0.01693322,0.002364
55,JI2019,3,3,5,5,66,16.21,-1.4,3.256648,0.013214119,0.001637
55,JI2120,0,0,2,2,71,16.959,-1.1,3.396841,0.013854358,0.001986
55,JI2221,5,5,0,0,77,17.237,0.3,3.88314,0.014156848,0.001922
55,K20,3,3,4,4,69,17.227,-1.4,3.628744,0.014038138,0.001657
55,K21,2,2,2,2,73,16.812,-1.2,4.014178,0.014244035,0.001774
55,K22,1,1,0,0,84,17.182,0.3,4.58401,0.014312055,0.00179
55,K23,3,3,2,2,95,17.373,1.8,5.003959,0.014136851,0.001984
55,K24,2,2,1,1,102,17.068,2.5,5.064306,0.013814022,0.002303
55,L20,5,5,4,4,67,17.602,-1.1,3.825626,0.014241084,0.001801
55,L21,5,5,4,4,73,16.83,-1.4,4.260149,0.014195496,0.001732
55,L22,7,7,6,6,82,17.487,-0.1,4.762806,0.014142943,0.001803
55,L23,10,10,4,4,92,17.397,1.2,5.095623,0.014065082,0.001973
55,L24,2,2,1,1,101,17.608,2.1,5.139559,0.014071393,0.002287
55,L25,0,0,2,2,112,17.441,2.6,4.907496,0.01400404,0.002199
55,N20,5,5,83.1093,53,60,16.65,-1.2,4.226803,0.014014547,0.001513
55,N21,131,131,98.3466,66,68,16.959,-1.5,4.659263,0.013547802,0.001949
55,N22,118,118,344.2151,71,75,17.666,-1.5,4.932028,0.01470491,0.001568
55,N24,84.79,78,95.2952,17,87,17.36,-0.4,5.126624,0.013771977,0.002281
55,N25,39,39,42.927,10,102,17.654,1.6,5.248365,0.014334626,0.002505
55,N26,3,3,1,1,110,17.28,2.1,5.396135,0.014423914,0.002565
55,O20,21,21,59.4332,31,56,17.214,-1.4,4.336546,0.014288522,0.001493
55,O22,62,62,133.9428,46,72,18.317,-1.5,4.847791,0.015305537,0.001688
55,O24,31,31,75.4607,7,84,17.36,-1.1,4.952239,0.01433885,0.001958
55,O25,18,18,24.3144,6,95,17.654,-0.2,5.29128,0.014905952,0.001766
55,O26,1,1,8,8,104,17.11,1.8,5.668705,0.013623533,0.001917
55,O27,6,6,9,9,116,17.873,2.1,5.926751,0.014444706,0.002441
55,ON2524,15,15,17.636,10,93,17.654,1.2,5.161146,0.01480301,0.00174
55,ON2625,5,5,1,1,102,17.654,1.9,5.422878,0.014216243,0.001867
55,P20,74,37,209.3388,66,53,16.541,-1.3,4.417112,0.013527348,0.001825
55,P22,93,93,201.1597,61,69,17.975,-1.5,4.755803,0.014511419,0.001909
55,P24,0,0,2,2,65,17.432,-1,4.740611,0.014347497,0.001689
55,P25,1,1,0,0,75,17.444,-1.1,5.172185,0.005858907,0.001701
55,P26,6,6,8,8,97,18.02,0.6,5.834477,0.01460554,0.00235
55,P27,4,4,3,3,108,17.26,1.2,6.220015,0.014115351,0.001956
55,P30,1,1,9,9,141,17.568,2.4,6.085942,0.013706497,0.002482
55,P31,22,22,23,23,135,17.362,2,5.91721,0.013540714,0.002941
55,P32,1,1,0,0,141,17.008,2.1,5.049571,0.012877846,0.002357
55,PO2423,60,60,198.376,20,76,17.475,-1.3,4.763224,0.014601968,0.001967
55,PO2524,6,6,2,2,80,17.738,-1.2,5.013459,0.014387317,0.001763
55,PO2625,1,1,3,3,94,17.955,-0.3,5.502576,0.014673258,0.002079
55,PO2726,4,4,6,6,106,17.782,1.3,5.964651,0.014091204,0.002411
55,Q20,54.288,18,113.4984,24,53,16.401,-1.5,4.688582,0.01318333,0.001657
55,Q25,1,1,1,1,63,17.533,0,5.21228,0.006895825,0.001558
55,Q26,884.058,93,1558.7925,25,90,19.413,-0.2,5.945693,0.015632713,0.002159
55,Q30,1,1,8,8,137,18.04,2.1,6.254995,0.014274615,0.002419
55,Q31,5,5,5,5,147,18.04,2,6.005222,0.014006375,0.002255
55,QP2423,0,0,1,1,58,16.121,1.7,4.59435,0.013696183,0.001747
55,QP2625,5,5,3,3,87,17.674,0.4,5.642188,0.013995314,0.001856
55,QP2726,7,7,145.074,15,100,18.343,0.6,6.156088,0.014455544,0.002417
55,R22,213.679,107,844.5888,99,62,18.679,-1.6,5.32487,0.015313941,0.001636
55,R26,208.895,41,227.3368,8,86,17.189,-0.8,5.983782,0.013350664,0.002373
55,R29,62.825,7,94.2684,6,118,17.438,1.7,6.37836,0.014067725,0.002035
55,R30,33,33,73.4558,22,129,18.04,2,6.348532,0.014479741,0.0024
55,R31,2,2,17,17,147,18.177,2,6.085079,0.014764589,0.002316
55,R32,1,1,0,0,162,18.177,2.5,5.085583,0.014663897,0.002538
55,S22,101.92,32,914.304,55,60,18.326,-1.4,6.151658,0.014965762,0.001771
55,S28,133.44,30,571.623,15,102,16.785,1,6.443201,0.013340289,0.002063
55,S29,624.75,75,1512.5055,15,111,16.76,1.7,6.394497,0.013452353,0.002414
55,S30,234.656,32,1490.8632,24,122,17.873,1.9,6.390598,0.013897558,0.001952
55,S31,105.525,15,316.5191,19,132,18.04,2.1,6.093261,0.014232538,0.002154
55,T25,56.376,27,279.2825,35,73,18.98,-1.4,5.657105,0.015671389,0.001628
55,T30,373.737,39,2224.4166,14,117,17.873,1.8,6.407145,0.013954879,0.001966
55,U25,51,51,434.0606,46,70,17.28,-1.5,5.850253,0.014046061,0.001649
55,U26,19,19,189.2447,33,76,17.273,-1.4,5.880491,0.013934615,0.001589
55,V25,143.221,76,237.5654,31,62,16.656,-1.5,6.051012,0.013330029,0.001749
55,V26,60.94,31,326.9841,23,72,17.396,-1.5,5.803262,0.014551172,0.001544
65,F18,10,10,28,28,107,17.882,2.3,3.309178,0.013930624,0.002155
65,F21,0,0,1,1,97,17.654,2.3,3.031825,0.014396391,0.002062
65,F22,2,2,1,1,113,17.814,3.7,3.661512,0.01465671,0.001968
65,G18,3,3,19,19,81,17.73,-0.5,3.210886,0.015709323,0.001757
65,G22,6,6,0,0,94,16.924,2.9,3.504983,0.014116886,0.002027
65,GF2221,1,1,0,0,100,17.421,3.3,3.231405,0.01423686,0.002465
65,H18,6,6,3,3,74,17.655,-0.7,3.312259,0.015714934,0.001505
65,I18,9,9,16,16,71,17.168,-0.2,3.464881,0.01426035,0.001726
65,I21,4,4,5,5,73,15.877,-0.3,3.407365,0.012535312,0.001424
65,I22,3,3,9.4108,7,84,16.847,1.8,3.995257,0.013787421,0.002207
65,I23,4,4,4.3638,3,99,17.1,2.8,4.531773,0.013869834,0.002579
65,IH2120,2,2,8,8,69,19.724,-0.5,3.084691,0.01393945,0.001573
65,J18,5,5,5,5,69,17.01,-1.3,3.536167,0.013955533,0.001729
65,J19,3,3,9,9,70,17.674,-1.4,3.383303,0.016108009,0.001967
65,J20,1,1,11,11,70,17.531,-1.3,3.42039,0.014342088,0.001781
65,J21,3,3,3.7056,2,74,21.313,-0.7,3.782849,0.017883537,0.001866
65,J22,2,2,4,4,86,17.659,1.2,4.363528,0.014132744,0.002204
65,J23,4,4,10,10,98,17.654,2,4.825663,0.014478744,0.002223
65,J24,22,22,1,1,104,17.238,2.2,4.898352,0.010564225,0.001779
65,J25,11,11,3,3,108,18.31,2.8,4.497125,0.01693322,0.002364
65,JI2019,3,3,15,15,66,16.21,-1.4,3.256648,0.013214119,0.001637
65,JI2120,0,0,5,5,71,16.959,-1.1,3.396841,0.013854358,0.001986
65,JI2221,7,7,2,2,77,17.237,0.3,3.88314,0.014156848,0.001922
65,K20,4,4,4,4,69,17.227,-1.4,3.628744,0.014038138,0.001657
65,K21,3,3,6,6,73,16.812,-1.2,4.014178,0.014244035,0.001774
65,K22,7,7,3,3,84,17.182,0.3,4.58401,0.014312055,0.00179
65,K23,0,0,2,2,95,17.373,1.8,5.003959,0.014136851,0.001984
65,K24,4,4,3,3,102,17.068,2.5,5.064306,0.013814022,0.002303
65,K25,2,2,1,1,109,17.441,2.8,4.726846,0.01565666,0.002086
65,L20,10,10,14,14,67,17.602,-1.1,3.825626,0.014241084,0.001801
65,L21,8,8,26,26,73,16.83,-1.4,4.260149,0.014195496,0.001732
65,L22,65,65,91,91,82,17.487,-0.1,4.762806,0.014142943,0.001803
65,L23,15,15,7,7,92,17.397,1.2,5.095623,0.014065082,0.001973
65,L24,7,7,2,2,101,17.608,2.1,5.139559,0.014071393,0.002287
65,L25,2,2,2,2,112,17.441,2.6,4.907496,0.01400404,0.002199
65,N20,10,10,54.8835,35,60,16.65,-1.2,4.226803,0.014014547,0.001513
65,N21,82,82,205.6338,138,68,16.959,-1.5,4.659263,0.013547802,0.001949
65,N22,119,119,392.6961,81,75,17.666,-1.5,4.932028,0.01470491,0.001568
65,N24,51,51,106.4462,23,87,17.36,-0.4,5.126624,0.013771977,0.002281
65,N25,53,53,37.3416,11,102,17.654,1.6,5.248365,0.014334626,0.002505
65,N26,8,8,5,5,110,17.28,2.1,5.396135,0.014423914,0.002565
65,N27,1,1,0,0,120,17.873,2.4,5.454663,0.014137261,0.002595
65,O20,5,5,15.3376,8,56,17.214,-1.4,4.336546,0.014288522,0.001493
65,O22,80,80,113.5602,39,72,18.317,-1.5,4.847791,0.015305537,0.001688
65,O24,38,38,73.6806,15,84,17.36,-1.1,4.952239,0.01433885,0.001958
65,O25,32,32,45.5764,12,95,17.654,-0.2,5.29128,0.014905952,0.001766
65,O26,11,11,27,27,104,17.11,1.8,5.668705,0.013623533,0.001917
65,O27,26,26,30,30,116,17.873,2.1,5.926751,0.014444706,0.002441
65,ON2524,8,8,24.6904,14,93,17.654,1.2,5.161146,0.01480301,0.00174
65,ON2625,9,9,7,7,102,17.654,1.9,5.422878,0.014216243,0.001867
65,P20,30,15,63.436,20,53,16.541,-1.3,4.417112,0.013527348,0.001825
65,P22,78,78,187.9689,57,69,17.975,-1.5,4.755803,0.014511419,0.001909
65,P24,0,0,7,7,65,17.432,-1,4.740611,0.014347497,0.001689
65,P25,0,0,1,1,75,17.444,-1.1,5.172185,0.005858907,0.001701
